S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1662,2017-10-18,5,550.00,119330.00,217.00,216.00,217.00
1663,2017-10-22,10,1121.00,241743.00,219.00,214.00,217.00
1664,2017-10-23,8,467.00,100650.00,219.00,214.00,219.00
1665,2017-10-24,4,915.00,196675.00,215.00,214.00,215.00
1666,2017-10-25,19,4427.00,949665.00,216.00,212.00,216.00
1667,2017-10-29,7,587.00,125138.00,215.00,212.00,214.00
1668,2017-10-30,16,3700.00,784852.00,214.00,210.00,212.00
1669,2017-10-31,10,1344.00,283699.00,212.00,211.00,212.00
1670,2017-11-01,14,9509.00,1987353.00,212.00,207.00,211.00
1671,2017-11-02,21,13991.00,2908137.00,210.00,207.00,210.00
1672,2017-11-05,13,3579.00,737532.00,209.00,204.00,208.00
1673,2017-11-06,21,4527.00,932307.00,212.00,205.00,211.00
1674,2017-11-07,11,2625.00,535295.00,210.00,203.00,205.00
1675,2017-11-08,23,8854.00,1780754.00,208.00,200.00,204.00
1676,2017-11-09,9,598.00,121754.00,210.00,198.00,206.00
1677,2017-11-12,19,4680.00,944691.00,208.00,197.00,208.00
1678,2017-11-13,14,1970.00,414419.00,214.00,208.00,214.00
1679,2017-11-14,14,5632.00,1180346.00,214.00,207.00,211.00
1680,2017-11-15,11,3790.00,782193.00,211.00,206.00,206.00
1681,2017-11-16,19,3667.00,752411.00,208.00,202.00,207.00
1682,2017-11-19,12,4581.00,934753.00,207.00,203.00,204.00
1683,2017-11-20,19,5960.00,1196293.00,206.00,199.00,200.00
1684,2017-11-21,23,6819.00,1370162.00,206.00,200.00,206.00
1685,2017-11-22,11,746.00,152713.00,207.00,203.00,206.00
1686,2017-11-23,17,1480.00,303028.00,208.00,202.00,206.00
1687,2017-11-26,28,5776.00,1177906.00,209.00,201.00,209.00
1688,2017-11-27,16,4938.00,1000244.00,206.00,201.00,206.00
1689,2017-11-28,16,4515.00,935416.00,209.00,202.00,209.00
1690,2017-11-29,80,42888.00,9037112.00,215.00,207.00,212.00
1691,2017-11-30,30,21257.00,4422213.00,211.00,206.00,210.00
1692,2017-12-04,40,15783.00,3318787.00,216.00,205.00,210.00
1693,2017-12-05,13,3545.00,745010.00,212.00,207.00,211.00
1694,2017-12-06,37,10239.00,2177831.00,215.00,208.00,212.00
1695,2017-12-10,26,19266.00,4098460.00,215.00,210.00,214.00
1696,2017-12-11,32,15799.00,3370716.00,216.00,210.00,216.00
1697,2017-12-12,22,15440.00,3285895.00,214.00,212.00,214.00
1698,2017-12-13,32,14412.00,3087333.00,216.00,208.00,215.00
1699,2017-12-14,20,5944.00,1270169.00,217.00,211.00,217.00
1700,2017-12-17,16,8799.00,1863109.00,217.00,210.00,210.00
1701,2017-12-18,18,5983.00,1259610.00,214.00,209.00,213.00
1702,2017-12-19,22,11430.00,2399903.00,212.00,209.00,209.00
1703,2017-12-20,16,7275.00,1522448.00,210.00,207.00,210.00
1704,2017-12-21,13,2942.00,614456.00,210.00,208.00,208.00
1705,2017-12-24,17,7517.00,1559734.00,210.00,207.00,207.00
1706,2017-12-26,16,2628.00,540758.00,208.00,204.00,207.00
1707,2017-12-27,14,5829.00,1190007.00,207.00,203.00,203.00
1708,2017-12-28,20,5969.00,1216849.00,205.00,200.00,204.00
1709,2017-12-31,20,7169.00,1443913.00,203.00,200.00,202.00
1710,2018-01-01,15,5270.00,1073364.00,206.00,202.00,206.00
1711,2018-01-02,9,2150.00,440210.00,206.00,203.00,206.00
1712,2018-01-03,20,4363.00,885835.00,205.00,202.00,205.00
1713,2018-01-04,16,3085.00,624870.00,205.00,202.00,205.00
1714,2018-01-07,14,3448.00,695377.00,203.00,201.00,203.00
1715,2018-01-08,21,4451.00,899728.00,204.00,200.00,204.00
1716,2018-01-09,20,5804.00,1169077.00,204.00,201.00,203.00
1717,2018-01-10,15,4356.00,872220.00,204.00,200.00,204.00
1718,2018-01-14,12,3458.00,689980.00,201.00,199.00,201.00
1719,2018-01-16,16,4347.00,866756.00,201.00,198.00,200.00
1720,2018-01-17,10,2453.00,490600.00,200.00,200.00,200.00
1721,2018-01-21,22,4811.00,952307.00,200.00,197.00,199.00
1722,2018-01-22,17,3173.00,628877.00,200.00,196.00,200.00
1723,2018-01-23,31,4363.00,859262.00,204.00,196.00,204.00
1724,2018-01-24,7,3638.00,719282.00,201.00,197.00,198.00
1725,2018-01-25,4,3126.00,616313.00,199.00,197.00,199.00
1726,2018-01-28,11,1256.00,247807.00,200.00,196.00,197.00
1727,2018-01-29,23,4686.00,929564.00,203.00,196.00,201.00
1728,2018-01-31,21,6490.00,1272612.00,199.00,195.00,198.00
1729,2018-02-01,18,4081.00,803578.00,200.00,196.00,199.00
1730,2018-02-04,16,8868.00,1729948.00,200.00,194.00,200.00
1731,2018-02-05,13,3006.00,587672.00,200.00,195.00,200.00
1732,2018-02-06,26,5670.00,1094028.00,200.00,190.00,198.00
1733,2018-02-07,16,4406.00,846925.00,197.00,191.00,197.00
1734,2018-02-08,5,358.00,70267.00,199.00,196.00,197.00
1735,2018-02-11,48,11647.00,2206960.00,194.00,187.00,191.00
1736,2018-02-12,40,10517.00,1962269.00,189.00,183.00,184.00
1737,2018-02-14,21,9211.00,1723437.00,189.00,186.00,189.00
1738,2018-02-15,31,4132.00,802905.00,200.00,186.00,200.00
1739,2018-02-18,20,4731.00,928910.00,200.00,190.00,190.00
1740,2018-02-20,133,31378.00,6349075.00,209.00,193.00,199.00
1741,2018-02-21,43,9353.00,1833091.00,200.00,193.00,195.00
1742,2018-02-22,17,4416.00,854816.00,196.00,192.00,196.00
1743,2018-02-25,26,5262.00,1003200.00,195.00,189.00,192.00
1744,2018-02-26,50,11515.00,2133562.00,195.00,184.00,184.00
1745,2018-02-27,31,5150.00,959686.00,193.00,181.00,184.00
1746,2018-02-28,35,8598.00,1566693.00,186.00,180.00,185.00
1747,2018-03-04,21,5231.00,908223.00,182.00,170.00,172.00
1748,2018-03-05,58,8919.00,1528677.00,179.00,169.00,169.00
1749,2018-03-06,36,6658.00,1124094.00,175.00,164.00,175.00
1750,2018-03-07,26,2982.00,526812.00,180.00,173.00,178.00
1751,2018-03-11,21,4602.00,790223.00,175.00,170.00,174.00
1752,2018-03-12,5,674.00,116128.00,174.00,172.00,174.00
1753,2018-03-13,10,3714.00,637775.00,172.00,170.00,172.00
1754,2018-03-14,4,251.00,43674.00,174.00,174.00,174.00
1755,2018-03-15,19,8848.00,1538303.00,177.00,171.00,171.00
1756,2018-03-18,17,4322.00,731302.00,173.00,168.00,170.00
1757,2018-03-19,9,1532.00,261472.00,173.00,169.00,172.00
1758,2018-03-20,39,12334.00,2037188.00,169.00,163.00,163.00
1759,2018-03-21,38,12760.00,2009588.00,162.00,155.00,162.00
1760,2018-03-22,26,7328.00,1170408.00,165.00,156.00,160.00
1761,2018-03-26,37,7149.00,1079337.00,157.00,147.00,150.00
1762,2018-03-27,30,8348.00,1260261.00,161.00,147.00,161.00
1763,2018-03-28,19,3656.00,569739.00,160.00,154.00,154.00
1764,2018-03-29,13,910.00,142261.00,160.00,155.00,157.00
1765,2018-04-01,22,4244.00,657224.00,158.00,153.00,158.00
1766,2018-04-02,6,1815.00,279935.00,155.00,153.00,155.00
1767,2018-04-03,69,22685.00,3374975.00,152.00,147.00,147.00
1768,2018-04-04,59,25792.00,3843344.00,158.00,147.00,158.00
1769,2018-04-05,61,16913.00,2622245.00,161.00,149.00,159.00
1770,2018-04-08,143,41891.00,7141690.00,174.00,159.00,174.00
1771,2018-04-09,69,15518.00,2701488.00,186.00,167.00,167.00
1772,2018-04-10,57,34206.00,5579817.00,169.00,160.00,168.00
1773,2018-04-11,36,15954.00,2559118.00,169.00,159.00,167.00
1774,2018-04-12,30,22339.00,3718425.00,169.00,165.00,168.00
1775,2018-04-15,18,4516.00,754211.00,170.00,160.00,168.00
1776,2018-04-16,29,48132.00,8217600.00,174.00,166.00,174.00
1777,2018-04-17,48,15313.00,2696243.00,185.00,168.00,178.00
1778,2018-04-18,84,39437.00,7337873.00,190.00,172.00,186.00
1779,2018-04-19,73,37644.00,6974326.00,192.00,180.00,192.00
1780,2018-04-22,114,50278.00,9633358.00,197.00,189.00,196.00
1781,2018-04-23,94,36818.00,7082922.00,202.00,186.00,186.00
1782,2018-04-24,35,7344.00,1363247.00,189.00,183.00,189.00
1783,2018-04-25,21,14988.00,2715171.00,186.00,180.00,186.00
1784,2018-04-26,43,10501.00,1890826.00,188.00,176.00,185.00
1785,2018-04-29,8,942.00,170390.00,185.00,180.00,183.00
1786,2018-05-02,12,3714.00,665009.00,182.00,177.00,182.00
1787,2018-05-03,34,7193.00,1307321.00,185.00,179.00,183.00
1788,2018-05-06,22,3971.00,705000.00,182.00,177.00,180.00
1789,2018-05-07,17,3148.00,550202.00,179.00,174.00,176.00
1790,2018-05-08,28,7524.00,1305506.00,179.00,171.00,174.00
1791,2018-05-09,20,14604.00,2531554.00,177.00,167.00,171.00
1792,2018-05-10,25,6625.00,1143587.00,176.00,168.00,176.00
1793,2018-05-14,35,5772.00,983347.00,179.00,169.00,169.00
1794,2018-05-15,2,80.00,13628.00,172.00,170.00,172.00
1795,2018-05-16,33,15848.00,2680518.00,171.00,166.00,170.00
1796,2018-05-17,34,24103.00,4059201.00,173.00,168.00,172.00
1797,2018-05-20,20,5758.00,973664.00,175.00,168.00,169.00
1798,2018-05-21,22,5952.00,994635.00,170.00,166.00,169.00
1799,2018-05-22,38,9200.00,1521339.00,170.00,164.00,169.00
1800,2018-05-23,23,6366.00,1043614.00,167.00,163.00,167.00
1801,2018-05-24,15,4299.00,698035.00,164.00,161.00,164.00
1802,2018-05-27,21,4369.00,700919.00,165.00,159.00,161.00
1803,2018-05-28,16,2865.00,475365.00,170.00,158.00,170.00
1804,2018-05-29,15,2738.00,460422.00,169.00,167.00,168.00
1805,2018-05-30,18,7212.00,1198123.00,172.00,163.00,168.00
1806,2018-05-31,4,264.00,43068.00,165.00,162.00,165.00
1807,2018-06-03,42,10172.00,1602624.00,163.00,156.00,160.00
1808,2018-06-04,9,1258.00,197689.00,160.00,157.00,160.00
1809,2018-06-06,11,5204.00,851355.00,166.00,163.00,163.00
1810,2018-06-07,2,65.00,10755.00,168.00,165.00,168.00
1811,2018-06-10,2,20.00,3390.00,171.00,168.00,168.00
1812,2018-06-12,21,2011.00,317497.00,165.00,153.00,158.00
1813,2018-06-13,32,8096.00,1251552.00,166.00,152.00,166.00
1814,2018-06-14,49,12332.00,2029719.00,170.00,159.00,163.00
1815,2018-06-17,11,419.00,66790.00,164.00,157.00,164.00
1816,2018-06-18,3,72.00,11614.00,163.00,161.00,163.00
1817,2018-06-19,7,2025.00,324100.00,162.00,160.00,162.00
1818,2018-06-20,3,115.00,18695.00,165.00,160.00,160.00
1819,2018-06-21,16,2254.00,356916.00,160.00,157.00,160.00
1820,2018-06-24,14,4630.00,722760.00,159.00,155.00,158.00
1821,2018-06-25,4,1222.00,193958.00,161.00,158.00,158.00
1822,2018-06-26,14,3647.00,553013.00,161.00,147.00,155.00
1823,2018-06-27,17,5272.00,797101.00,157.00,149.00,157.00
1824,2018-06-28,37,12614.00,1900267.00,154.00,150.00,154.00
1825,2018-07-01,30,5637.00,838946.00,154.00,147.00,152.00
1826,2018-07-02,23,5511.00,830787.00,154.00,147.00,153.00
1827,2018-07-03,30,11521.00,1702534.00,150.00,146.00,146.00
1828,2018-07-04,52,15260.00,2260676.00,153.00,144.00,153.00
1829,2018-07-05,44,17975.00,2749801.00,159.00,150.00,156.00
1830,2018-07-08,25,8113.00,1240657.00,159.00,151.00,155.00
1831,2018-07-09,12,3138.00,471962.00,154.00,149.00,154.00
1832,2018-07-10,6,283.00,43328.00,155.00,151.00,151.00
1833,2018-07-11,11,2923.00,446361.00,155.00,149.00,151.00
1834,2018-07-12,24,6943.00,1025346.00,150.00,147.00,149.00
1835,2018-07-15,7,834.00,124643.00,152.00,149.00,151.00
1836,2018-07-16,12,1420.00,214560.00,154.00,148.00,153.00
1837,2018-07-17,4,1062.00,159398.00,154.00,150.00,150.00
1838,2018-07-18,15,1495.00,220955.00,152.00,147.00,147.00
1839,2018-07-19,104,70419.00,10055945.00,148.00,140.00,145.00
1840,2018-07-22,85,36939.00,5169878.00,145.00,138.00,138.00
1841,2018-07-23,18,12904.00,1789614.00,143.00,138.00,142.00
1842,2018-07-24,16,4150.00,593360.00,145.00,140.00,142.00
1843,2018-07-25,30,7072.00,986618.00,145.00,137.00,141.00
1844,2018-07-26,15,3842.00,534521.00,143.00,139.00,143.00
1845,2018-07-29,18,4731.00,665956.00,143.00,139.00,141.00
1846,2018-07-30,18,5073.00,705219.00,142.00,139.00,140.00
1847,2018-07-31,10,1373.00,190768.00,140.00,138.00,140.00
1848,2018-08-01,16,3623.00,502713.00,142.00,138.00,142.00
1849,2018-08-02,15,1544.00,216249.00,142.00,139.00,139.00
1850,2018-08-05,13,2470.00,341569.00,141.00,138.00,141.00
1851,2018-08-06,14,2309.00,319247.00,141.00,137.00,141.00
1852,2018-08-07,7,398.00,55450.00,141.00,139.00,141.00
1853,2018-08-08,11,1469.00,201643.00,140.00,137.00,140.00
1854,2018-08-09,14,3345.00,460565.00,142.00,136.00,142.00
1855,2018-08-12,19,8112.00,1110632.00,140.00,136.00,138.00
1856,2018-08-13,21,11781.00,1593904.00,137.00,134.00,137.00
1857,2018-08-14,17,3647.00,495467.00,137.00,135.00,137.00
1858,2018-08-15,21,6120.00,822553.00,139.00,131.00,139.00
1859,2018-08-16,24,6055.00,816455.00,139.00,133.00,138.00
1860,2018-08-19,5,680.00,91780.00,136.00,134.00,136.00
1861,2018-08-20,21,3752.00,489969.00,135.00,129.00,135.00
1862,2018-08-21,22,3651.00,476193.00,133.00,129.00,132.00
1863,2018-08-22,10,1440.00,187869.00,134.00,130.00,133.00
1864,2018-08-23,20,5242.00,681378.00,133.00,128.00,131.00
1865,2018-08-26,16,4488.00,580676.00,132.00,127.00,132.00
1866,2018-08-28,17,3405.00,440390.00,136.00,129.00,129.00
1867,2018-08-29,19,8258.00,1058034.00,130.00,127.00,130.00
1868,2018-08-30,12,3872.00,500668.00,132.00,129.00,130.00
1869,2018-09-02,9,4319.00,553506.00,130.00,127.00,130.00
1870,2018-09-03,27,6710.00,891914.00,136.00,131.00,134.00
1871,2018-09-04,17,2313.00,303028.00,133.00,130.00,133.00
1872,2018-09-05,48,14792.00,1983042.00,140.00,130.00,135.00
1873,2018-09-06,22,4654.00,636442.00,139.00,133.00,138.00
1874,2018-09-09,17,3853.00,510380.00,136.00,130.00,135.00
1875,2018-09-10,7,287.00,38171.00,135.00,131.00,131.00
1876,2018-09-11,22,3913.00,516727.00,136.00,129.00,134.00
1877,2018-09-12,5,1970.00,263250.00,135.00,133.00,135.00
1878,2018-09-13,22,8152.00,1075717.00,135.00,130.00,133.00
1879,2018-09-16,8,1197.00,160549.00,135.00,134.00,135.00
1880,2018-09-17,3,160.00,21820.00,137.00,135.00,135.00
1881,2018-09-18,19,6502.00,881146.00,141.00,131.00,139.00
1882,2018-09-20,32,9622.00,1286802.00,137.00,131.00,133.00
1883,2018-09-23,22,7881.00,1044863.00,134.00,132.00,132.00
1884,2018-09-25,23,6229.00,830612.00,134.00,132.00,134.00
1885,2018-09-26,26,6492.00,859243.00,136.00,131.00,134.00
1886,2018-09-27,17,3562.00,468709.00,134.00,131.00,134.00
1887,2018-09-30,18,1725.00,224906.00,133.00,129.00,133.00
1888,2018-10-01,23,3779.00,493647.00,132.00,129.00,132.00
1889,2018-10-02,18,3678.00,487388.00,134.00,130.00,134.00
1890,2018-10-03,13,1474.00,191443.00,135.00,129.00,134.00
1891,2018-10-04,1,200.00,26400.00,132.00,132.00,132.00
1892,2018-10-07,23,4364.00,557084.00,131.00,126.00,131.00
1893,2018-10-08,3,132.00,17165.00,131.00,129.00,131.00
1894,2018-10-09,8,1355.00,176297.00,132.00,130.00,131.00
1895,2018-10-10,19,9629.00,1218385.00,129.00,125.00,127.00
1896,2018-10-11,8,2235.00,287347.00,131.00,128.00,131.00
1897,2018-10-14,8,3312.00,428284.00,132.00,129.00,132.00
1898,2018-10-15,14,4898.00,639880.00,134.00,130.00,134.00
1899,2018-10-21,9,3607.00,477266.00,136.00,130.00,130.00
1900,2018-10-22,7,756.00,98392.00,132.00,130.00,130.00
1901,2018-10-23,9,1099.00,141871.00,130.00,129.00,129.00
1902,2018-10-24,16,3401.00,434951.00,132.00,127.00,132.00
1903,2018-10-25,6,418.00,54876.00,132.00,130.00,130.00
1904,2018-10-28,20,17095.00,2171813.00,128.00,126.00,127.00
1905,2018-10-29,28,7904.00,982971.00,128.00,123.00,127.00
1906,2018-10-30,6,1540.00,194380.00,127.00,126.00,127.00
1907,2018-10-31,26,6588.00,820036.00,128.00,123.00,128.00
1908,2018-11-01,14,4920.00,616622.00,128.00,124.00,127.00
1909,2018-11-04,10,6071.00,759033.00,129.00,123.00,123.00
1910,2018-11-05,19,2406.00,300278.00,129.00,121.00,128.00
1911,2018-11-06,3,136.00,17004.00,123.00,123.00,125.00
1912,2018-11-11,2,300.00,37568.00,127.00,125.00,125.00
1913,2018-11-12,14,4831.00,600034.00,126.00,123.00,126.00
1914,2018-11-13,19,6335.00,780030.00,126.00,122.00,122.00
1915,2018-11-14,6,2060.00,247460.00,126.00,120.00,126.00
1916,2018-11-15,8,2133.00,263293.00,126.00,122.00,125.00
1917,2018-11-18,26,8587.00,1034159.00,125.00,119.00,120.00
1918,2018-11-19,26,7458.00,885329.00,122.00,117.00,122.00
1919,2018-11-20,7,3030.00,363660.00,122.00,118.00,118.00
1920,2018-11-21,10,3996.00,475037.00,120.00,118.00,119.00
1921,2018-11-22,12,6709.00,802209.00,121.00,119.00,121.00
1922,2018-11-25,32,15843.00,1855716.00,121.00,115.00,115.75
1923,2018-11-26,23,13472.00,1539321.00,118.00,112.00,118.00
1924,2018-11-27,7,1515.00,174440.00,118.00,114.00,116.00
1925,2018-11-28,17,8505.00,979129.00,116.00,114.00,116.00
1926,2018-11-29,22,5496.00,617388.00,116.00,110.00,115.00
1927,2018-12-02,25,11724.00,1300330.00,116.00,110.00,112.00
1928,2018-12-03,26,5349.00,586706.00,114.00,108.00,110.00
1929,2018-12-04,32,11127.00,1217666.00,113.00,108.00,113.00
1930,2018-12-05,20,5004.00,549372.00,113.00,108.00,112.00
1931,2018-12-06,8,2160.00,233400.00,112.00,108.00,110.00
1932,2018-12-09,12,3931.00,426296.00,111.00,107.00,111.00
1933,2018-12-10,17,12761.00,1412710.00,113.00,108.00,110.00
1934,2018-12-11,4,2200.00,238600.00,110.00,108.00,109.00
1935,2018-12-12,19,6070.00,661906.00,110.00,108.00,110.00
1936,2018-12-13,9,2087.00,227523.00,111.00,109.00,109.00
1937,2018-12-16,8,1608.00,175372.00,110.00,109.00,109.00
1938,2018-12-17,2,1157.00,127765.00,111.00,109.00,111.00
1939,2018-12-18,7,1100.00,118400.00,111.00,107.00,107.00
1940,2018-12-19,10,1464.00,157955.00,109.00,105.00,108.00
1941,2018-12-20,3,180.00,19470.00,109.00,107.00,109.00
1942,2018-12-23,25,12033.00,1296046.00,111.00,106.00,111.00
1943,2018-12-24,4,580.00,63950.00,112.00,110.00,111.00
1944,2018-12-25,1,12.00,1332.00,111.00,111.00,111.00
1945,2018-12-26,11,5014.00,540018.00,111.00,107.00,107.00
1946,2018-12-27,32,11640.00,1300524.00,114.00,106.00,109.00
1947,2018-12-30,14,4784.00,518731.00,110.00,107.00,107.00
1948,2018-12-31,7,425.00,45420.00,108.00,106.00,108.00
1949,2019-01-02,1,300.00,31800.00,108.00,106.00,106.00
1950,2019-01-03,3,105.00,11180.00,107.00,106.00,107.00
1951,2019-01-06,19,4552.00,479400.00,107.00,105.00,105.00
1952,2019-01-07,13,8516.00,908879.00,107.00,103.00,106.00
1953,2019-01-08,10,3120.00,326232.00,106.00,104.00,104.00
1954,2019-01-09,19,3365.00,353360.00,106.00,99.00,106.00
1955,2019-01-10,7,3812.00,402760.00,106.00,105.00,105.00
1956,2019-01-13,1,50.00,5250.00,105.00,105.00,105.00
1957,2019-01-14,2,286.00,30346.00,108.00,105.00,108.00
1958,2019-01-15,16,2063.00,217882.00,108.00,104.00,106.00
1959,2019-01-16,6,1611.00,170133.00,106.00,105.00,105.00
1960,2019-01-17,11,5331.00,563825.00,107.00,105.00,105.00
1961,2019-01-20,4,2100.00,218500.00,105.00,104.00,104.00
1962,2019-01-21,12,4634.00,479215.00,104.00,103.00,103.00
1963,2019-01-22,14,4105.00,420203.00,104.00,101.00,104.00
1964,2019-01-23,10,2776.00,288063.00,105.00,103.00,104.00
1965,2019-01-24,14,4503.00,467295.00,105.00,103.00,103.00
1966,2019-01-27,17,3733.00,379817.00,104.00,101.00,104.00
1967,2019-01-28,5,609.00,62816.00,104.00,102.00,103.00
1968,2019-01-29,8,1625.00,167020.00,103.00,102.00,103.00
1969,2019-01-30,19,2978.00,304957.00,103.00,101.00,102.00
1970,2019-01-31,17,7363.00,747002.00,104.00,100.00,104.00
1971,2019-02-03,14,2616.00,262666.00,104.00,100.00,101.00
1972,2019-02-04,17,7504.00,752970.00,102.00,99.00,100.00
1973,2019-02-05,5,710.00,72370.00,102.00,100.00,101.00
1974,2019-02-06,6,1561.00,157591.00,101.00,100.00,101.00
1975,2019-02-07,15,5783.00,574821.00,103.00,99.00,100.00
1976,2019-02-10,24,8837.00,870796.00,101.00,98.00,99.00
1977,2019-02-11,8,1058.00,104812.00,100.00,98.00,99.00
1978,2019-02-12,9,2839.00,282278.00,100.00,98.00,100.00
1979,2019-02-13,20,4170.00,411232.00,100.00,98.00,98.00
1980,2019-02-14,15,5604.00,552624.00,100.00,97.00,98.00
1981,2019-02-17,11,1142.00,112128.00,100.00,98.00,98.00
1982,2019-02-18,16,3783.00,368809.00,99.00,97.00,98.00
1983,2019-02-19,10,3201.00,317175.00,100.00,98.00,99.00
1984,2019-02-20,3,524.00,51876.00,99.00,99.00,99.00
1985,2019-02-21,9,2983.00,292354.00,99.00,98.00,98.00
1986,2019-02-24,10,1483.00,144226.00,98.00,97.00,97.00
1987,2019-02-25,4,1016.00,99323.00,98.00,97.00,97.00
1988,2019-02-26,11,2952.00,289066.00,99.00,97.00,97.00
1989,2019-02-27,6,1550.00,150400.00,98.00,97.00,97.00
1990,2019-03-03,10,3268.00,315496.00,97.00,96.00,97.00
1991,2019-03-06,16,2384.00,236720.00,100.00,97.00,99.00
1992,2019-03-07,21,6366.00,638708.00,101.00,99.00,101.00
1993,2019-03-10,5,2190.00,220168.00,103.00,100.00,102.00
1994,2019-03-11,21,5568.00,571489.00,104.00,100.00,103.00
1995,2019-03-12,19,11530.00,1240655.00,111.00,103.00,108.00
1996,2019-03-13,18,3800.00,404790.00,108.00,104.00,106.00
1997,2019-03-14,7,1768.00,185764.00,106.00,102.00,106.00
1998,2019-03-17,11,2659.00,276127.00,106.00,103.00,105.00
1999,2019-03-18,7,2352.00,247064.00,107.00,103.00,103.00
2000,2019-03-19,2,270.00,28060.00,104.00,103.00,104.00
2001,2019-03-21,6,1465.00,150895.00,103.00,103.00,103.00
2002,2019-03-24,9,2650.00,268246.00,102.00,101.00,101.00
2003,2019-03-25,13,4681.00,474100.00,103.00,100.00,101.00
2004,2019-03-26,8,3679.00,378408.00,103.00,100.00,103.00
2005,2019-03-27,4,131.00,13728.00,108.00,104.00,104.00
2006,2019-03-28,26,12658.00,1282626.00,104.00,101.00,101.00
2007,2019-03-31,4,170.00,17225.00,102.00,101.00,101.00
2008,2019-04-01,13,6377.00,674307.00,108.00,101.00,106.00
2009,2019-04-02,7,2245.00,237613.00,106.00,103.00,103.00
2010,2019-04-03,12,10090.00,1044420.00,105.00,103.00,103.00
2011,2019-04-04,8,2426.00,250304.00,105.00,103.00,105.00
2012,2019-04-07,10,7885.00,805054.00,105.00,102.00,104.00
2013,2019-04-08,3,118.00,12213.00,105.00,103.00,104.00
2014,2019-04-09,9,2908.00,298252.00,106.00,102.00,103.00
2015,2019-04-10,3,248.00,25148.00,103.00,101.00,103.00
2016,2019-04-11,15,19307.00,1997516.00,104.00,102.00,102.00
2017,2019-04-15,2,134.00,13668.00,102.00,102.00,102.00
2018,2019-04-16,14,8264.00,848028.00,103.00,102.00,102.00
2019,2019-04-17,9,2886.00,291430.00,102.00,100.00,101.00
2020,2019-04-18,7,1418.00,142430.00,102.00,100.00,100.00
2021,2019-04-21,19,8214.00,822400.00,101.00,100.00,101.00
2022,2019-04-22,11,7382.00,745482.00,101.00,100.00,101.00
2023,2019-04-23,13,8692.00,872884.00,101.00,99.00,100.00
2024,2019-04-24,11,5622.00,562200.00,100.00,100.00,100.00
2025,2019-04-25,31,14641.00,1485506.00,105.00,100.00,100.00
2026,2019-04-28,46,20284.00,2109824.00,110.00,101.00,104.00
2027,2019-04-29,17,7980.00,829205.00,105.00,103.00,103.00
2028,2019-04-30,125,98472.00,10780374.00,113.00,102.00,113.00
2029,2019-05-02,65,24640.00,2692013.00,114.00,105.00,114.00
2030,2019-05-05,26,15727.00,1710716.00,112.00,106.00,106.00
2031,2019-05-06,9,4747.00,508356.00,108.00,106.00,108.00
2032,2019-05-07,10,5026.00,534094.00,108.00,106.00,108.00
2033,2019-05-08,27,19947.00,2091312.00,108.00,104.00,106.00
2034,2019-05-09,25,27355.00,2826645.00,107.00,102.00,102.00
2035,2019-05-12,19,9369.00,970916.00,106.00,102.00,104.00
2036,2019-05-13,32,15339.00,1648515.00,110.00,103.00,109.00
2037,2019-05-14,16,6666.00,718394.00,111.00,106.00,106.00
2038,2019-05-15,31,11621.00,1258346.00,110.00,107.00,107.00
2039,2019-05-16,13,3771.00,398296.00,108.00,105.00,105.00
2040,2019-05-19,7,764.00,81280.00,107.00,105.00,107.00
2041,2019-05-20,21,7072.00,751231.00,108.00,104.00,108.00
2042,2019-05-21,50,23057.00,2533493.00,112.00,108.00,110.00
2043,2019-05-22,234,117028.00,13784407.00,121.00,111.00,121.00
2044,2019-05-23,114,50594.00,5809644.00,125.00,111.00,114.00
2045,2019-05-26,48,41150.00,4555137.00,114.00,110.00,112.00
2046,2019-05-27,28,12332.00,1364730.00,114.00,109.00,109.00
2047,2019-05-28,37,17133.00,1906139.00,115.00,107.00,112.00
2048,2019-05-29,51,26080.00,2990830.00,116.00,113.00,114.00
2049,2019-05-30,80,28378.00,3286383.00,120.00,111.00,113.00
2050,2019-06-02,42,21946.00,2387378.00,111.00,108.00,111.00
2051,2019-06-03,27,10835.00,1176800.00,111.00,108.00,109.00
2052,2019-06-04,16,9174.00,994672.00,110.00,108.00,109.00
2053,2019-06-06,8,1525.00,166840.00,114.00,108.00,110.00
2054,2019-06-10,33,7113.00,768869.00,112.00,108.00,108.00
2055,2019-06-11,16,1630.00,175506.00,110.00,107.00,107.00
2056,2019-06-12,31,10831.00,1153783.00,109.00,106.00,108.00
2057,2019-06-13,14,3704.00,394173.00,108.00,106.00,106.00
2058,2019-06-16,29,10553.00,1106897.00,110.00,104.00,104.00
2059,2019-06-17,17,6211.00,664685.00,111.00,104.00,111.00
2060,2019-06-18,12,1761.00,189630.00,110.00,107.00,107.00
2061,2019-06-19,7,1072.00,113692.00,108.00,105.00,107.00
2062,2019-06-20,8,1501.00,160580.00,108.00,106.00,108.00
2063,2019-06-23,19,6274.00,665925.00,108.00,105.00,108.00
2064,2019-06-24,9,879.00,93334.00,108.00,106.00,106.00
2065,2019-06-25,14,2979.00,317462.00,108.00,106.00,108.00
2066,2019-06-26,13,5439.00,575325.00,107.00,105.00,107.00
2067,2019-06-27,8,4110.00,438258.00,108.00,106.00,108.00
2068,2019-06-30,56,35200.00,3642065.00,106.00,102.00,104.00
2069,2019-07-01,2,35.00,3715.00,109.00,99.00,109.00
